employee_department,employee_campus,employee_position,employee_seniority_years,is_contractor,employee_classification,has_criminal_record,employee_origin_country,total_printed_pages,num_printed_pages_off_hours,total_files_burned,burned_from_other,hostility_country_level,num_entries,num_unique_campus,entry_during_weekend,is_malicious
7,1,29,7,1,1,0,30,1,0,0,0,0,0,0,0,0
6,0,6,15,0,1,0,23,22,0,0,0,0,1,1,0,0
6,1,31,19,0,1,0,29,25,0,0,0,0,1,1,0,0
4,0,18,14,0,2,1,30,1,0,51,0,0,0,0,0,0
0,2,45,13,0,2,0,8,2,0,0,0,0,0,0,0,0
6,0,6,20,0,2,0,12,17,0,14,0,0,0,0,0,0
4,2,3,0,0,1,0,28,0,0,0,0,0,0,0,0,0
7,0,30,24,0,2,0,12,11,0,0,0,0,2,1,0,0
8,1,38,6,0,2,0,0,111,0,0,0,0,0,0,0,0
3,0,39,21,0,2,0,12,1,0,0,0,0,1,1,0,0
4,0,26,10,0,1,0,28,0,0,56,0,0,0,0,0,0
0,0,34,14,0,3,0,12,0,0,2,0,0,0,0,0,0
8,1,41,3,1,1,0,0,0,0,8,0,0,1,1,0,0
0,1,45,16,0,2,0,16,0,0,0,0,0,0,0,0,0
7,1,35,3,1,3,0,12,18,0,0,0,0,1,1,0,0
4,0,3,8,0,2,0,4,0,0,0,0,0,2,1,0,0
0,1,15,8,0,3,0,2,0,0,38,0,0,2,1,0,0
2,0,41,7,0,2,0,12,40,0,0,0,0,0,0,0,0
9,1,16,25,0,3,0,12,0,0,34,0,0,1,1,0,0
7,2,30,3,0,1,0,12,0,0,13,0,0,0,0,0,0
6,2,41,14,0,1,0,12,28,4,0,0,0,0,0,0,0
4,1,18,1,0,1,0,7,3,0,0,0,0,0,0,0,0
9,1,2,17,0,2,0,22,7,0,0,0,0,1,1,0,0
6,2,0,14,0,1,0,29,17,0,0,0,0,1,1,0,0
7,0,30,5,0,2,0,29,110,0,0,0,0,0,0,0,0
2,1,20,9,0,2,1,5,4,0,0,0,0,0,0,0,0
9,1,16,1,0,3,0,12,0,0,24,0,0,1,1,0,0
9,1,43,4,0,2,0,24,0,0,0,0,0,0,0,0,0
0,1,45,5,1,3,0,19,3,0,0,0,0,0,0,0,0
9,0,16,2,0,3,0,5,6,0,0,0,0,1,1,0,0
8,0,38,17,1,1,0,7,22,0,0,0,0,0,0,0,0
3,0,21,10,1,1,0,28,20,0,0,0,0,1,1,0,0
3,0,21,10,1,1,0,28,45,0,0,0,0,2,1,0,0
9,1,2,16,0,3,0,16,0,0,0,0,0,0,0,0,0
4,2,3,0,0,1,0,28,0,0,0,0,0,0,0,0,0
9,2,16,17,0,3,0,12,0,0,43,0,0,1,1,0,0
9,1,27,22,0,3,0,12,0,0,29,0,0,1,1,0,0
7,1,41,1,0,2,0,12,3,0,0,0,0,1,1,1,0
7,0,41,13,0,2,0,19,19,0,0,0,0,0,0,0,0
9,1,41,16,0,3,0,12,0,0,0,0,0,2,1,0,0
7,1,47,12,0,2,0,12,22,0,0,0,0,2,1,0,0
9,2,2,15,0,2,0,9,20,0,71,0,0,2,2,0,1
0,2,45,10,1,2,0,12,0,0,0,0,0,3,2,1,1
3,1,21,11,0,1,0,12,4,0,0,0,0,2,1,0,0
2,2,1,12,1,2,0,12,29,0,0,0,0,0,0,0,0
7,0,35,11,0,1,0,22,1,0,0,0,0,2,1,0,0
3,0,17,12,0,1,0,5,17,0,0,0,0,1,1,0,0
8,2,37,18,0,2,0,4,27,0,0,0,0,0,0,0,0
9,1,23,9,0,3,0,28,15,0,0,0,0,1,1,0,0
8,2,36,6,0,2,0,12,15,0,0,0,0,1,1,0,0
7,1,30,11,0,1,0,2,23,5,0,0,0,1,1,0,0
0,1,43,14,0,2,0,22,0,0,5,0,0,2,1,0,0
7,2,41,10,1,2,0,12,34,0,0,0,0,2,1,0,0
6,1,41,4,0,1,0,29,12,4,0,0,0,0,0,0,0
0,0,22,25,0,2,0,12,8,0,0,0,0,1,1,0,0
9,0,41,6,0,2,0,5,10,0,0,0,0,2,1,0,0
0,2,34,11,0,3,1,12,1,0,0,0,0,0,0,0,0
3,1,21,8,0,1,0,12,49,0,0,0,0,1,1,0,0
6,1,41,9,1,1,0,12,15,5,0,0,0,1,1,0,0
2,2,20,4,0,3,0,12,0,0,7,0,0,1,1,0,0
9,2,41,1,1,3,0,12,0,0,41,0,0,1,1,0,0
9,0,41,2,0,2,0,12,11,0,0,0,0,0,0,0,0
2,0,19,5,0,1,0,9,0,0,6,0,0,0,0,0,0
8,0,41,3,0,2,0,12,0,0,0,0,0,2,1,0,0
8,1,41,8,0,1,0,16,9,0,0,0,0,2,1,0,0
6,2,41,3,0,1,0,12,23,0,0,0,0,2,1,0,0
9,1,27,8,0,2,0,5,0,0,0,0,0,1,1,0,0
9,0,41,9,0,2,0,12,18,9,0,0,0,2,2,0,1
10,2,42,13,0,2,0,12,2,0,0,0,0,0,0,0,0
7,1,41,9,0,1,0,12,23,0,0,0,0,1,1,0,0
6,0,31,14,0,1,0,29,15,0,0,0,0,2,1,0,0
7,2,41,15,0,1,0,12,6,0,0,0,0,0,0,0,0
3,1,46,9,0,2,0,12,213,0,0,0,0,1,1,0,1
5,0,14,20,0,3,0,5,84,0,0,0,0,0,0,0,1
4,2,3,20,0,1,0,12,7,0,0,0,0,0,0,0,0
4,2,44,5,0,2,0,12,23,2,0,0,0,2,1,0,0
6,0,31,9,0,2,0,12,19,0,0,0,0,1,1,0,0
7,1,29,9,0,1,0,0,0,0,10,0,0,2,1,0,0
4,0,44,6,0,1,0,29,0,0,8,0,0,0,0,0,0
0,1,45,5,1,3,0,19,2,0,6,0,0,1,1,0,0
7,1,47,18,0,1,0,12,8,0,0,0,0,2,1,0,0
9,2,2,14,0,2,1,12,4,0,0,0,0,2,1,0,0
7,2,30,7,1,1,0,12,0,0,0,0,0,0,0,0,0
7,0,32,13,1,1,0,1,13,0,0,0,0,1,1,0,0
9,2,16,9,1,2,0,22,0,0,35,0,0,0,0,0,0
7,2,41,13,0,1,0,4,2,0,0,0,0,2,1,0,0
7,2,35,24,0,1,0,12,49,0,0,0,0,1,1,0,1
6,0,0,13,0,2,0,12,0,0,20,0,0,0,0,0,0
7,2,30,8,0,2,0,30,0,0,6,0,0,0,0,0,0
0,0,15,5,0,2,0,30,0,0,0,0,0,0,0,0,0
9,1,16,1,0,3,0,12,20,0,0,0,0,0,0,0,0
9,0,27,0,1,2,0,21,0,0,34,0,0,2,1,0,0
0,1,15,7,0,2,0,2,0,0,41,0,0,1,1,0,0
8,0,38,18,0,1,0,22,34,0,0,0,0,0,0,0,0
0,2,45,21,0,3,0,12,0,0,35,0,0,1,1,0,0
9,0,27,26,0,3,0,3,132,0,0,0,0,1,3,0,0
4,0,18,13,0,1,0,12,0,0,49,0,0,0,0,0,0
7,0,41,14,0,1,0,26,1,0,0,0,0,0,0,0,0
6,2,4,5,0,1,0,4,2,0,0,0,0,1,1,0,0
7,1,30,18,1,1,0,21,36,0,21,0,0,2,1,0,1
4,1,41,8,1,2,0,12,13,0,0,0,0,0,0,0,0
7,2,29,12,0,2,0,30,21,0,0,0,0,2,1,0,0
7,1,41,9,0,2,0,12,6,0,0,0,0,1,1,0,0
0,2,45,5,1,2,0,9,2,0,0,0,0,2,1,0,0
4,0,3,15,0,1,0,30,0,0,8,0,0,0,0,0,0
4,2,18,6,0,2,0,12,2,0,48,0,0,1,1,0,0
2,0,5,6,0,1,0,22,31,0,0,0,0,1,1,0,0
0,2,15,13,0,2,0,5,0,0,34,0,0,1,1,0,0
7,0,35,0,0,1,0,12,6,0,0,0,0,0,0,0,0
0,1,41,15,0,2,0,12,0,0,30,0,0,0,0,0,0
4,0,13,6,0,2,0,28,20,10,143,0,0,0,0,0,1
4,2,44,9,0,1,0,5,0,0,37,0,0,0,0,0,0
7,1,29,7,0,1,0,12,38,0,0,0,0,1,1,0,0
4,2,26,0,0,2,0,12,5,0,0,0,0,0,0,0,0
0,2,43,11,0,2,1,6,2,0,2,0,0,0,0,0,0
4,2,18,5,0,3,0,12,29,0,0,0,0,0,0,0,0
9,0,41,5,0,3,0,30,2,0,0,0,0,1,1,0,0
0,0,34,25,0,2,0,12,0,0,25,0,0,0,0,0,0
9,0,41,2,0,2,0,30,0,0,0,0,0,0,0,0,0
6,0,41,8,0,1,0,12,13,0,0,0,0,1,1,0,0
9,0,41,14,1,2,0,12,8,2,0,0,0,0,0,0,0
0,0,34,16,0,2,0,2,0,0,0,0,0,1,2,0,1
9,2,41,14,0,2,0,12,0,0,0,0,0,1,1,0,0
9,0,27,15,0,2,0,3,0,0,0,0,0,2,1,1,1
9,1,2,13,0,3,0,30,0,0,77,0,0,2,1,1,0
10,2,9,19,0,3,0,9,0,0,0,0,0,0,0,0,0
0,0,43,20,0,2,0,12,6,0,0,0,0,0,0,0,0
6,0,31,9,0,2,0,12,20,0,0,0,0,0,0,0,0
0,0,34,11,0,2,0,12,10,0,0,0,0,0,0,0,0
6,2,31,15,0,2,1,21,57,14,0,0,0,1,1,0,0
6,1,4,17,0,2,0,12,0,0,19,0,0,1,1,0,0
0,0,15,23,1,3,0,12,1,0,0,0,0,0,0,0,0
6,2,0,6,0,1,0,26,33,0,25,0,0,0,0,0,0
9,1,16,25,0,3,0,12,6,0,0,0,0,0,0,0,0
9,2,2,0,0,2,1,22,5,0,0,0,0,0,0,0,0
8,0,37,2,0,2,0,12,97,0,0,0,0,2,3,1,1
8,1,41,11,0,2,1,29,3,0,9,0,0,0,0,0,0
6,0,31,6,0,2,0,4,12,0,16,0,0,2,1,0,0
6,0,41,8,0,1,0,16,0,0,0,0,0,1,1,1,0
6,2,0,6,0,1,0,26,35,0,0,0,0,0,0,0,0
4,0,26,12,0,1,0,4,4,0,0,0,0,0,0,0,0
6,0,31,14,0,3,1,12,24,0,0,0,0,1,1,0,0
4,1,26,2,0,2,0,29,13,0,0,0,0,1,1,0,0
7,0,41,8,1,2,0,22,24,0,0,0,0,2,1,0,0
0,1,43,18,0,2,0,12,6,0,0,0,0,1,1,0,0
7,1,41,1,0,2,0,23,1,0,0,0,0,1,1,0,0
4,2,3,18,1,2,0,12,11,0,46,0,0,1,1,0,0
9,0,2,10,1,3,0,27,0,0,32,0,0,1,1,0,0
6,2,4,23,0,1,0,30,0,0,19,0,0,1,1,0,0
0,0,41,5,0,2,0,12,5,0,35,0,0,0,0,0,0
7,0,32,21,0,1,0,12,43,0,0,0,0,1,1,0,0
4,0,13,4,0,1,0,22,0,0,106,0,3,0,0,0,1
0,1,43,14,0,2,0,22,0,0,32,0,0,1,1,0,0
7,0,30,24,0,2,0,12,35,0,0,0,0,1,1,0,0
9,2,16,13,0,3,0,12,0,0,10,0,0,0,0,0,0
0,2,41,9,1,3,0,12,10,0,7,0,0,0,0,0,0
6,2,6,18,0,1,0,7,8,0,0,0,0,2,1,0,0
0,0,15,10,1,2,0,4,1,0,0,0,0,0,0,0,0
0,1,34,1,0,2,0,30,26,0,0,0,0,0,0,0,0
7,2,41,16,0,2,0,5,0,0,10,0,0,1,1,0,0
4,2,44,14,0,1,0,30,0,0,40,0,0,1,1,0,0
9,2,16,24,0,2,0,4,10,0,0,0,0,0,0,0,0
4,0,26,20,0,1,0,5,1,0,0,0,0,0,0,0,0
7,0,41,1,0,2,0,12,5,0,0,0,0,1,1,0,0
9,0,43,20,0,2,0,23,7,0,37,0,0,1,1,0,0
6,2,41,8,0,1,0,12,7,2,0,0,0,0,0,0,0
7,0,30,7,1,2,0,3,46,0,0,0,0,2,2,0,0
7,0,35,18,1,1,0,21,5,0,0,0,0,2,1,0,0
7,2,47,6,0,3,0,21,9,0,0,0,0,2,1,0,0
6,0,41,1,0,1,0,12,39,15,0,0,0,1,1,0,0
6,0,41,8,0,1,0,16,31,0,0,0,0,1,1,0,0
9,1,16,23,0,3,0,12,7,0,0,0,0,2,1,0,0
4,0,26,18,0,1,0,8,0,0,54,0,0,1,1,0,0
9,1,43,22,0,2,0,25,0,0,0,0,0,2,1,0,0
4,1,26,9,0,1,0,29,0,0,47,0,0,1,1,0,0
9,1,16,10,0,2,0,27,1,0,34,0,0,1,1,0,0
2,0,5,20,0,2,0,12,13,0,0,0,0,2,1,0,0
6,1,41,10,0,1,0,22,88,27,0,0,0,0,0,0,0
9,2,16,6,0,3,1,30,0,0,0,0,0,0,0,0,0
4,0,13,16,1,3,0,23,4,1,0,0,0,0,0,0,0
0,1,45,8,0,2,0,12,0,0,36,0,0,1,1,0,0
6,0,41,10,0,2,0,12,3,0,0,0,0,1,1,0,0
7,1,41,16,0,1,0,2,3,0,0,0,0,1,1,0,0
0,1,45,24,1,2,0,2,0,0,45,0,0,1,1,0,0
8,1,38,21,1,1,0,30,2,0,0,0,0,0,0,0,0
0,0,22,11,0,2,0,12,1,0,35,0,0,1,1,0,0
5,0,14,20,0,3,0,5,36,0,0,0,0,1,1,0,1
3,2,17,22,0,2,0,12,30,0,0,0,0,2,1,0,0
9,2,16,9,1,2,0,22,7,1,0,0,0,2,1,0,0
9,1,27,26,0,2,0,12,0,0,6,0,0,2,1,0,0
9,2,27,4,0,2,0,0,0,0,5,0,0,1,1,0,0
9,1,2,14,0,3,0,4,8,1,0,0,0,2,1,0,0
4,2,26,22,0,2,0,12,26,0,0,0,0,0,0,0,0
3,0,39,15,0,2,0,6,10,0,0,0,0,1,1,0,0
0,1,43,10,0,2,0,23,0,0,91,0,0,0,0,0,1
9,2,23,31,0,3,0,12,1,0,0,0,0,0,0,0,0
8,1,38,21,0,1,0,12,0,0,0,0,0,0,0,0,0
6,2,41,7,0,1,0,5,122,0,0,0,0,1,1,0,0
4,0,3,16,0,1,0,23,15,0,0,0,0,0,0,0,0
8,2,41,11,1,1,0,23,5,0,0,0,0,1,1,0,0
0,0,15,2,0,2,0,21,0,0,47,0,0,1,1,0,0
0,1,43,8,0,3,0,12,7,0,0,0,0,0,0,0,0
3,0,21,9,0,2,0,30,1,0,0,0,0,0,0,0,0
9,1,16,22,0,3,0,5,0,0,0,0,0,0,0,0,0
6,1,0,5,0,3,0,12,0,0,0,0,0,0,0,0,0
6,2,0,12,0,2,0,22,7,2,0,0,0,1,1,0,0
2,2,19,7,0,1,0,29,25,0,0,0,0,2,1,0,0
0,0,22,22,0,3,0,10,12,0,0,0,0,0,0,0,0
7,1,29,16,0,1,0,30,24,0,0,0,0,0,0,0,0
7,0,41,8,0,2,0,5,15,0,0,0,0,0,0,0,0
9,2,2,19,0,2,0,5,5,1,0,0,0,0,0,0,0
2,1,5,17,0,1,0,27,31,0,0,0,0,1,1,0,0
0,2,43,5,0,2,0,12,11,0,0,0,0,0,0,0,0
0,2,43,13,0,2,0,1,42,0,0,0,0,1,1,0,1
3,1,21,8,0,1,0,12,19,0,0,0,0,0,0,0,0
7,1,29,19,0,2,0,22,0,0,0,0,0,0,0,0,0
2,0,19,5,0,1,0,9,0,0,0,0,0,0,0,0,0
4,0,13,0,0,2,0,7,13,0,0,0,0,0,0,0,0
7,1,41,1,0,2,0,23,1,0,0,0,0,0,0,0,0
6,0,0,7,0,1,0,12,0,0,0,0,0,0,0,0,0
6,0,6,18,0,1,0,12,148,0,0,0,0,1,1,0,0
7,1,30,18,1,1,0,21,0,0,0,0,0,1,1,0,0
9,0,41,15,0,2,0,28,0,0,37,0,0,2,1,0,0
8,2,41,16,0,2,0,22,90,0,0,0,0,0,0,0,0
4,0,44,6,0,1,0,29,16,0,0,0,0,0,0,0,0
9,1,2,21,0,2,0,5,0,0,29,0,0,1,1,0,0
4,0,13,4,0,1,0,22,0,0,95,0,0,1,1,0,1
6,1,0,11,0,2,0,22,34,0,0,0,0,0,0,0,0
7,1,47,15,0,1,0,23,23,0,6,0,0,1,1,0,0
7,2,41,4,0,1,1,22,2,0,0,0,0,1,1,0,0
3,2,46,14,0,2,0,12,0,0,0,0,0,1,1,1,0
3,2,46,23,0,1,0,12,37,0,0,0,0,0,0,0,0
9,0,16,23,0,2,0,12,0,0,29,0,0,1,1,0,0
9,0,43,16,0,3,0,19,0,0,50,0,0,1,1,0,0
8,1,36,14,0,1,0,4,4,0,0,0,0,2,1,0,0
8,2,36,11,0,2,0,16,1,0,0,0,0,0,0,0,0
9,2,43,3,1,2,0,12,0,0,27,0,0,0,0,0,0
9,0,27,0,1,2,0,21,5,0,0,0,0,0,0,0,0
7,2,47,8,0,1,0,30,64,0,0,0,0,0,0,0,0
8,1,41,3,1,1,0,0,2,0,0,0,0,1,1,0,0
7,0,30,16,0,1,0,30,16,0,0,0,0,1,1,0,0
7,1,32,9,0,3,0,29,78,0,0,0,0,0,0,0,0
6,2,31,21,0,1,0,29,12,0,0,0,0,2,1,0,0
9,1,16,23,0,3,0,12,2,0,0,0,0,1,1,0,0
0,0,34,19,0,2,0,3,0,0,145,0,0,4,1,0,1
8,2,41,14,0,2,0,30,50,0,0,0,0,1,1,0,0
4,2,13,13,0,3,0,12,0,0,0,0,0,0,0,0,0
6,0,4,21,0,2,0,12,6,0,0,0,0,1,1,0,0
3,0,21,17,0,2,0,12,33,0,0,0,0,1,1,0,0
0,1,34,14,1,2,0,7,3,0,0,0,0,0,0,0,0
2,0,1,17,0,2,0,29,1,0,0,0,0,0,0,0,0
6,2,41,13,0,1,0,19,326,0,33,0,0,1,1,1,1
0,2,41,4,0,3,0,12,2,0,0,0,0,0,0,0,0
4,2,3,7,0,1,0,9,36,0,0,0,0,2,1,0,0
7,2,47,6,1,1,0,4,19,6,0,0,0,0,0,0,0
6,2,4,13,0,2,0,12,6,0,0,0,0,0,0,0,0
7,0,30,25,0,1,0,12,0,0,0,0,0,0,0,0,0
6,1,41,15,0,2,0,12,41,0,0,0,0,1,1,0,0
4,0,41,14,0,1,0,0,0,0,0,0,0,0,0,0,0
8,0,41,11,0,1,0,22,28,0,0,0,0,1,1,0,0
9,1,27,11,0,3,0,4,0,0,30,0,0,1,1,0,0
10,0,12,9,0,3,0,12,0,0,4,0,0,0,0,0,0
10,1,42,4,1,3,0,4,0,0,0,0,0,1,1,0,0
8,0,36,13,0,2,0,12,44,0,0,0,0,1,1,0,0
4,1,41,12,0,1,1,2,4,0,7,0,0,1,1,0,0
9,0,16,23,0,3,0,22,0,0,38,0,0,0,0,0,0
6,2,0,11,0,1,0,5,41,23,0,0,0,2,1,0,1
0,1,22,15,0,3,0,12,0,0,0,0,0,4,3,0,0
9,1,2,10,0,3,0,29,0,0,9,0,0,0,0,0,0
2,1,1,14,1,3,1,28,14,0,0,0,0,1,1,0,0
4,2,41,13,0,1,1,23,37,0,0,0,0,0,0,0,0
5,0,28,9,0,3,0,16,19,0,0,0,0,0,0,0,0
9,1,2,18,0,3,1,5,2,0,0,0,0,2,1,0,0
7,0,41,8,1,2,0,22,35,0,0,0,0,0,0,0,0
8,1,37,14,0,1,0,22,2,0,0,0,0,2,1,0,0
6,1,41,12,0,1,0,12,0,0,0,0,0,0,0,0,0
7,2,41,4,0,2,0,12,301,0,14,0,0,0,0,0,1
7,0,32,18,0,1,0,16,19,0,0,0,0,1,1,0,0
6,1,4,24,0,1,0,9,31,14,0,0,0,1,1,0,1
9,2,43,11,0,2,0,19,0,0,7,0,0,1,1,0,0
0,0,15,7,0,2,0,4,0,0,7,0,0,1,1,0,0
9,1,23,17,0,2,0,12,0,0,67,0,0,0,0,0,1
6,0,31,18,0,1,0,16,10,0,0,0,0,1,1,0,0
8,2,41,14,1,2,0,22,12,0,0,0,0,0,0,0,0
6,0,31,14,0,3,1,12,0,0,0,0,0,0,0,0,0
2,1,5,13,0,1,0,12,28,0,15,0,0,0,0,0,0
7,1,47,15,0,1,0,23,42,0,0,0,0,1,1,1,0
0,0,15,5,0,2,0,30,32,4,39,0,0,1,1,0,0
7,0,32,18,0,1,0,16,44,0,0,0,0,0,0,0,0
3,2,21,7,0,1,0,29,44,0,6,0,0,1,1,0,0
0,0,41,4,0,3,0,22,1,0,0,0,0,0,0,0,0
9,0,16,7,0,2,0,20,7,0,0,0,0,1,1,0,0
0,2,43,0,0,3,0,12,18,2,0,0,0,0,0,0,0
8,2,37,10,0,1,0,0,27,0,0,0,0,2,1,0,0
9,2,41,8,1,3,1,12,2,0,7,0,0,2,1,0,0
9,0,27,11,0,2,0,1,0,0,39,0,0,0,0,0,0
8,0,41,2,0,2,0,5,70,0,0,0,0,1,1,0,0
4,1,3,25,0,1,0,12,0,0,158,0,0,2,1,0,1
6,1,0,11,0,2,0,22,9,1,0,0,0,1,1,0,0
7,0,47,17,0,1,0,22,22,8,0,0,0,0,0,0,0
8,1,38,6,0,2,0,0,102,0,0,0,0,4,1,0,1
7,2,29,5,1,2,0,12,24,0,0,0,0,2,1,0,0
7,2,47,6,0,3,0,21,13,0,0,0,0,0,0,0,0
0,1,22,9,0,2,0,2,0,0,7,0,0,1,1,0,0
7,0,47,21,0,1,0,8,9,0,4,0,0,0,0,0,0
7,2,41,14,0,1,0,12,2,0,0,0,0,1,1,0,0
4,0,24,27,0,1,0,12,24,0,0,0,0,1,1,0,0
9,1,41,16,0,3,0,12,0,0,0,0,0,0,0,0,0
0,1,43,20,0,2,0,23,2,0,0,0,0,2,1,0,0
4,1,44,2,0,1,0,28,7,0,0,0,0,0,0,0,0
2,2,19,17,0,1,0,12,135,48,0,0,0,0,0,0,0
3,1,21,15,0,2,0,12,11,0,0,0,0,0,0,0,0
4,0,13,16,1,3,0,23,19,0,0,0,0,2,1,0,0
0,1,22,27,1,2,0,3,0,0,67,0,0,1,1,0,1
3,0,39,9,0,1,0,3,13,0,0,0,0,0,0,0,0
6,1,31,5,0,1,0,12,15,5,0,0,0,1,1,0,0
0,2,22,27,0,3,0,7,0,0,36,0,0,0,0,0,0
9,2,16,24,0,2,0,4,0,0,0,0,0,0,0,0,0
6,1,4,24,0,1,0,9,0,0,22,0,0,2,1,0,0
8,2,38,21,0,1,0,5,52,0,0,0,0,0,0,0,0
8,2,36,2,0,1,0,12,42,0,0,0,0,1,1,0,0
2,2,1,18,0,1,0,12,58,0,0,0,0,1,1,0,0
7,0,32,8,0,3,0,12,10,1,0,0,0,1,1,0,0
4,1,13,14,0,2,0,30,32,22,0,0,0,1,3,0,1
7,0,32,8,0,3,0,12,6,0,0,0,0,1,1,0,0
7,0,30,3,0,2,0,4,50,0,0,0,0,1,1,0,0
7,0,47,5,0,1,0,22,3,0,7,0,0,0,0,0,0
6,0,4,25,0,1,0,5,0,0,16,0,0,1,1,0,0
8,1,41,1,0,2,0,28,34,0,0,0,0,1,1,0,0
4,0,18,6,1,1,0,12,4,1,42,0,0,0,0,0,0
7,2,41,11,0,1,0,30,19,0,0,0,0,0,0,0,0
9,2,16,2,0,3,0,12,57,0,0,0,0,0,0,0,0
3,1,46,16,0,2,0,12,0,0,5,0,0,1,1,0,0
7,1,35,0,0,2,0,12,10,2,0,0,0,0,0,0,0
2,1,5,13,0,1,0,12,11,0,0,0,0,0,0,0,0
9,2,2,17,0,2,0,22,3,0,0,0,0,1,1,0,0
8,0,36,26,0,1,0,27,3,0,0,0,0,0,0,0,0
0,2,15,5,0,3,0,27,2,0,0,0,0,0,0,0,0
3,1,39,19,0,1,0,12,0,0,7,0,0,1,1,1,0
9,1,16,14,0,3,0,12,0,0,44,0,0,0,0,0,0
9,1,41,8,0,3,0,29,0,0,33,0,0,0,0,0,0
7,0,35,0,0,1,0,12,25,0,0,0,0,0,0,0,0
8,0,37,16,0,1,0,30,0,0,0,0,0,1,1,0,0
0,2,45,13,0,2,0,8,9,0,0,0,0,0,0,0,0
7,2,41,14,0,1,0,12,10,0,0,0,0,0,0,0,0
6,2,0,9,0,1,0,27,0,0,7,0,0,1,1,0,0
6,1,41,7,0,2,0,12,5,0,0,0,0,1,1,0,0
0,1,43,10,0,2,0,23,0,0,124,0,0,0,0,0,1
8,2,36,1,1,2,0,21,10,0,8,0,0,2,1,0,0
0,1,45,6,0,2,0,30,0,0,39,0,0,1,1,0,0
3,1,21,21,0,1,1,12,18,6,0,0,0,1,1,0,0
9,2,23,15,0,2,0,4,2,0,0,0,0,0,0,0,0
2,2,19,7,0,1,0,29,22,0,0,0,0,1,1,0,0
9,1,41,10,0,2,0,12,9,3,0,0,0,1,1,0,0
7,2,32,20,0,1,0,12,34,0,0,0,0,0,0,0,0
4,0,3,3,0,2,0,12,5,0,0,0,0,0,0,0,0
9,2,43,0,0,3,0,12,5,0,0,0,0,1,1,0,0
7,1,41,9,0,1,0,12,22,0,0,0,0,0,0,0,0
1,0,10,9,0,4,0,12,0,0,0,0,0,0,0,0,0
0,0,43,24,0,3,0,12,3,0,41,0,0,0,0,0,0
9,2,16,8,0,2,0,6,0,0,0,0,0,0,0,0,0
0,1,22,14,0,2,0,30,0,0,36,0,0,0,0,0,0
8,1,41,4,0,2,0,12,1,0,0,0,0,1,1,0,0
0,2,41,11,0,3,0,12,0,0,43,0,0,0,0,0,0
0,1,22,13,1,3,0,12,25,0,44,0,0,1,1,0,0
8,2,36,8,0,1,0,12,65,0,0,0,0,1,1,0,0
7,2,30,8,0,2,0,30,47,0,0,0,0,0,0,0,0
7,2,32,12,0,1,0,12,13,0,0,0,0,1,1,1,0
6,1,31,8,0,2,0,22,15,5,0,0,0,1,1,0,0
0,0,45,9,0,3,0,12,10,0,0,0,0,0,0,0,0
9,0,27,6,0,2,0,12,8,2,53,0,0,1,1,0,0
9,2,23,9,0,2,0,12,0,0,36,0,0,0,0,0,0
4,2,44,0,0,1,0,1,26,0,0,0,0,0,0,0,0
0,0,22,10,0,2,0,5,1,0,0,0,0,2,1,0,0
9,1,2,12,0,3,0,28,0,0,5,0,0,0,0,0,0
9,1,41,10,0,2,0,12,0,0,0,0,0,1,1,0,0
6,1,0,20,0,3,0,29,15,0,0,0,0,1,1,0,0
9,2,23,15,1,2,0,12,0,0,35,0,0,1,1,0,0
9,1,16,2,0,2,0,12,7,0,0,0,0,1,1,0,0
10,0,42,14,0,3,0,12,4,0,0,0,0,1,1,0,0
4,0,24,21,1,3,0,22,0,0,4,0,0,0,0,0,0
9,0,43,25,0,2,0,30,0,0,0,0,3,0,0,0,0
9,2,2,9,0,2,0,6,1,0,0,0,0,0,0,0,0
7,1,29,19,0,3,0,28,15,0,0,0,0,0,0,0,0
4,1,13,6,0,2,0,1,33,0,4,0,0,1,1,0,0
9,1,2,4,1,3,0,22,2,0,0,0,0,1,1,0,0
9,1,27,23,0,2,0,12,0,0,35,0,0,0,0,0,0
9,0,27,0,0,2,0,4,1,0,0,0,0,0,0,0,0
2,0,1,25,0,2,0,12,2,0,0,0,0,0,0,0,0
9,0,27,2,0,3,0,12,1,0,6,0,0,0,0,0,0
9,1,16,5,0,3,0,12,0,0,32,0,0,1,1,0,0
7,0,29,13,0,1,0,3,17,0,0,0,0,0,0,0,0
6,1,6,14,0,1,0,30,14,0,2,0,0,0,0,0,0
4,0,24,21,1,3,0,22,47,11,0,0,0,0,0,0,0
8,0,41,5,0,1,0,30,27,0,0,0,0,1,1,0,0
7,0,29,11,0,1,0,12,38,0,0,0,0,1,1,0,0
8,1,36,10,0,2,0,12,12,0,0,0,0,1,1,0,0
6,0,6,19,0,1,0,12,0,0,0,0,0,2,1,0,1
0,1,41,6,0,2,1,12,7,0,0,0,0,0,0,0,0
8,2,41,10,0,2,0,12,17,0,0,0,0,1,1,0,0
9,0,43,5,0,2,0,31,0,0,0,0,0,1,1,0,0
10,0,33,13,0,3,0,22,7,0,0,0,0,2,1,0,0
7,2,32,20,0,1,0,12,6,0,0,0,0,1,1,0,0
4,2,3,18,0,1,0,22,0,0,48,0,0,0,0,0,0
8,1,41,3,1,1,0,0,28,0,0,0,0,1,1,0,0
0,2,43,26,0,2,0,12,0,0,32,0,0,1,1,0,0
2,2,1,10,0,1,0,30,19,0,0,0,0,1,1,0,0
9,1,16,13,0,3,0,12,0,0,65,0,0,0,0,0,1
